サービス種類,市区町村名,団体コード,事業所名,法人名,法人種別,事業所番号,住所,電話番号,指定年月日,事業所種別,利用可能曜日,定員,公式サイト,緯度,経度
訪問看護,足立区,13121,スマイル訪問看護ステーション,有限会社オフィスエー,営利法人,1367195720,東京都足立区西新井５－１３－４,03-5838-2825,2000-12-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,東京華仁訪問看護ステーション,東京癒心健康研究所合同会社,営利法人,1361790387,東京都葛飾区東新小岩１－９－８太田ビル１０１号室,03-4361-3228,2022-11-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,10,https://kajinkango.com/,35.719404399999995,139.860194599999970
訪問看護,葛飾区,13122,株式会社フローレンス・Ｎ訪問看護事業所フローレンス柴又,株式会社フローレンス・Ｎ,営利法人,1362090571,東京都葛飾区柴又５－８－１３コンフォートフォレスタ新柴又１階,03-5903-8256,2018-01-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,ベル東堀切訪問看護ステーション,有限会社ベル,営利法人,1362290015,東京都葛飾区東堀切１－１９－４,03-3602-2595,2008-04-01,訪問看護ステーション,平日,100,https://bell-care.jp/,35.750432100000000,139.836183200000050
訪問看護,葛飾区,13122,株式会社ウッディ　訪問看護ステーション　はーと,株式会社ウッディ,営利法人,1362290049,東京都葛飾区東金町１－３８－６宇羽野ビル４階,03-5876-9601,2009-05-01,訪問看護ステーション,平日,,http://houmonkanngo-heart.com/,35.770924668382530,139.871923794334400
訪問看護,葛飾区,13122,訪問看護ステーション　オアシス,株式会社Ｔ＆Ｉ,営利法人,1362290064,東京都葛飾区立石６－３３－８－１０１,03-5672-2393,2011-02-01,訪問看護ステーション,平日・土曜日,40,https://oasis-katsushika.com/,35.742999900000000,139.852354099999960
訪問看護,葛飾区,13122,立石訪問看護ステーションペンギン,社会医療法人社団正志会,医療法人,1362290080,東京都葛飾区立石５－９－２６ケアガーデンＩＳＨＩＤＡ　１階,03-6657-7891,2012-10-01,訪問看護ステーション,平日・土曜日,150,http://www.heisei-tateishi.net/visitor/community.html#penguin,35.742647241390890,139.843843701991300
訪問看護,葛飾区,13122,訪問看護ステーション　デューン葛飾,株式会社Ｎ・フィールド,営利法人,1362290098,東京都葛飾区新小岩１－５１－１３新小岩大栄ビル６階,03-5879-6029,2013-01-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,株式会社　メディハート　訪問看護ステーション　みどり,株式会社メディハート,営利法人,1362290106,東京都葛飾区青戸５－１４－８ファミーユ小池３０１,03-6808-3223,2013-02-01,訪問看護ステーション,平日,160,,35.741786100000000,139.848412999999940
訪問看護,葛飾区,13122,しおん訪問看護ステーション,医療法人社団埼玉双泉会,医療法人,1362290130,東京都葛飾区青戸５－３０－１５,03-5629-4550,2014-02-01,訪問看護ステーション,平日,14,https://shion-houkan.jp,35.748305934956626,139.855812850401300
訪問看護,葛飾区,13122,医療法人社団明芳会　葛飾ロイヤル訪問看護ステーション,医療法人社団明芳会,医療法人,1362290148,東京都葛飾区堀切２－６６－１７,03-5671-2363,2014-04-01,訪問看護ステーション,平日・土曜日,3,http://www.ims.gr.jp/reha-tokyo-katsushika/station/index.html,35.744498563119050,139.831305497669860
訪問看護,葛飾区,13122,医療法人社団ＭＸＰＧレッツ訪問看護ステーション,医療法人社団ＭＸＰＧ,医療法人,1362290189,東京都葛飾区細田４－１８－３エクセルハイム細田１０３,03-5622-7011,2015-03-01,訪問看護ステーション,平日,,http://www.mxpg.jp,35.743262561233394,139.871384738345340
訪問看護,葛飾区,13122,あしたも笑顔訪問看護ステーション,シンビオシス株式会社,営利法人,1362290221,東京都葛飾区新宿５－７－２０リバーサイド新宿１Ｆ,03-5876-9954,2015-10-01,訪問看護ステーション,平日,,http://asitaegaokango.com/,35.765214800000030,139.859247999999980
訪問看護,葛飾区,13122,新小岩訪問看護ステーションほほえみ,株式会社ソラスト,営利法人,1362290247,東京都葛飾区東新小岩８－８－１１,03-5670-6662,2016-02-01,訪問看護ステーション,平日,10,https://www.solasto.co.jp/,35.727184800000000,139.849416499999960
訪問看護,葛飾区,13122,むつみ訪問看護ステーション,株式会社総和,営利法人,1362290254,東京都葛飾区西新小岩３－１５－１０,03-3692-2565,2016-05-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,http://mutsumi-houkan.net,35.720224300000000,139.848916899999950
訪問看護,葛飾区,13122,セントケア訪問看護ステーション葛飾,セントケア東京株式会社,営利法人,1362290262,東京都葛飾区高砂５－１０－５シルバーハイツ高砂１Ｆ,03-3826-5058,2016-10-01,訪問看護ステーション,平日・土曜日・祝日,,https://www.saint-care.com/tokyo/about/,35.751954599999990,139.864122999999980
訪問看護,葛飾区,13122,訪問看護ステーション　デューンお花茶屋,株式会社Ｎ・フィールド,営利法人,1362290304,東京都葛飾区お花茶屋１－１５－６Ｍａｘｉｍａｓ　Ⅱ　１０１号室,03-6662-6925,2017-06-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,訪問看護ステーション　デライト葛飾,株式会社Ｈ＆Ｈホールディングス,営利法人,1362290312,東京都葛飾区亀有１－２２－１７,03-5629-9030,2017-08-01,訪問看護ステーション,平日・土曜日・祝日,150,https://hokan-delight.jp/,35.759151300000006,139.847268300000000
訪問看護,葛飾区,13122,ウィズ・ユー葛飾　訪問看護,株式会社春,営利法人,1362290320,東京都葛飾区お花茶屋１－２０－５,03-6662-6962,2017-09-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,http://halmed.jp/,35.748032500000000,139.840993900000060
訪問看護,葛飾区,13122,ルミナスの和訪問看護ステーション,株式会社ホリスティックメディカル,営利法人,1362290346,東京都葛飾区高砂８－１２－４マンション戸部１０２号室,03-5876-5773,2018-11-01,訪問看護ステーション,平日,5,https://luminousnowa.com/,35.753320700000000,139.868243900000040
訪問看護,葛飾区,13122,医療法人財団謙仁会　亀有病院訪問看護ステーションペンギン,医療法人財団謙仁会,医療法人,1362290353,東京都葛飾区亀有３－３６－３,03-6662-9820,2019-01-01,訪問看護ステーション,平日,65,http://www.kameari-hp.com/,35.763347300000010,139.849205900000010
訪問看護,葛飾区,13122,訪問看護ステーション　ここ未来,株式会社読売ニュースサービス,営利法人,1362290379,東京都葛飾区南水元２－２９－１１ラ・フォンテーヌ１０２,03-5876-6616,2019-02-01,訪問看護ステーション,平日・祝日,,https://cocomirai.studio.site/,35.779279165884570,139.859104078746440
訪問看護,葛飾区,13122,訪問リハ看護ステーション　立夏,合同会社立夏,営利法人,1362290403,東京都葛飾区金町５－１４－４豊栄ビル２０１,03-5648-2505,2019-06-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,15,https://www.licca.support,35.768448417547650,139.866598190616660
訪問看護,葛飾区,13122,かなちゅう訪問看護ステーション,医療法人社団玲瓏会,医療法人,1362290411,東京都葛飾区金町１－９－７星野マンション４０１号室,03-5876-6278,2019-06-01,訪問看護ステーション,平日・土曜日・祝日,,http://www.reiroukai.or.jp/visiting-nursing/,35.763492800000000,139.866103800000020
訪問看護,葛飾区,13122,訪問看護ステーション　コルディアーレ新小岩,株式会社ＪＳＨ,営利法人,1362290437,東京都葛飾区西新小岩４－４２－１２イソマビル５階,03-6657-7494,2019-11-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,訪問看護リハビリステーションほのぼの,株式会社ほのぼの,営利法人,1362290445,東京都葛飾区柴又３－４－１４,03-5648-3077,2020-01-01,訪問看護ステーション,平日・祝日,,,35.761054599999994,139.869786200000000
訪問看護,葛飾区,13122,ＳＯＭＰＯケア　葛飾　訪問看護,ＳＯＭＰＯケア株式会社,営利法人,1362290452,東京都葛飾区青戸３－３３－１４サンプラザビル５階,03-6240-7035,2020-04-01,訪問看護ステーション,平日・祝日,,https://www.sompocare.com/service/zaitaku/kango/Z000814,35.746709509485704,139.855511770500210
訪問看護,葛飾区,13122,ニチイライフケア柴又ナースステーション,株式会社ニチイケアパレス,営利法人,1362290460,東京都葛飾区柴又７－１３－８,03-6806-9437,2020-05-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,,35.759928300000000,139.878361400000000
訪問看護,葛飾区,13122,ウェルフォース訪問看護ステーション,株式会社ウェルフォース,営利法人,1362290486,東京都葛飾区白鳥２－１０－７,03-6662-5208,2020-09-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,http://www.elsol-group.jp,35.748520200000010,139.844049300000000
訪問看護,葛飾区,13122,訪問看護ステーションかえで,株式会社サイマム,営利法人,1362290502,東京都葛飾区お花茶屋２－１７－８,03-6823-1442,2021-03-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,訪問看護ステーション　コルディアーレ葛飾,株式会社ＪＳＨ,営利法人,1362290528,東京都葛飾区金町１－１９－３日立金町ビル５階,03-5876-6296,2021-04-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,訪問看護ステーション　はな　金町,株式会社はな,営利法人,1362290544,東京都葛飾区金町５－２４－１８グランフレア金町１Ｆ,03-6822-6707,2021-08-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://www.hana-kango.com/,35.765927200000014,139.868745900000000
訪問看護,葛飾区,13122,訪問看護ステーション人薬,株式会社ＮＥＸＵＳ,営利法人,1362290569,東京都葛飾区白鳥４－１７－１６カーサ白鳥１０２号室,03-6240-7896,2022-02-01,訪問看護ステーション,平日・土曜日,,http://kango-hitogusuri.com,35.754724800000000,139.849390900000000
訪問看護,葛飾区,13122,さくらんぼ訪問看護ステーション,株式会社彩心,営利法人,1362290577,東京都葛飾区青戸７－５－７ハイムアルベール１０１,03-3602-3301,2022-05-01,訪問看護ステーション,平日・土曜日,,http://sakuranbo24.com,35.753985800000000,139.852467000000000
訪問看護,葛飾区,13122,訪問看護ステーション藤の花,株式会社ｓｈｉｐ,営利法人,1362290585,東京都葛飾区青戸６－１－１５万平ハイツ１０１,03-6662-4083,2022-06-01,訪問看護ステーション,平日,,https://fujihanast.wixsite.com/fujihana-site,35.747123400000000,139.856943400000030
訪問看護,葛飾区,13122,ゆい訪問看護リハビリステーション,株式会社インペックス,営利法人,1362290593,東京都葛飾区青戸２－１２－１スカイコート石川１０１号,03-6662-5137,2022-08-01,訪問看護ステーション,平日,,https://impex.tokyo/yui-horikiri/,35.747212100000006,139.858301200000000
訪問看護,葛飾区,13122,デイズ訪問看護リハビリステーション新小岩,Ｄａｙｓｒｉｇｈｔｃａｒｅ株式会社,営利法人,1362290619,東京都葛飾区西新小岩４－３９－２８,03-5875-6144,2023-02-01,訪問看護ステーション,平日,100,https://days-right-care.com/,35.719907599999990,139.855416500000000
訪問看護,葛飾区,13122,よつぎ訪問看護ステーション,界立産業株式会社,営利法人,1362290627,東京都葛飾区四つ木４－３０－３０,03-6662-8517,2023-04-01,訪問看護ステーション,平日・土曜日,20,http://hp.kaipoke.biz/vwz/,35.741365300000000,139.834773100000000
訪問看護,葛飾区,13122,ギフト訪問看護ステーション,株式会社ギフト,営利法人,1362290635,東京都葛飾区堀切４－１２－７コーポ堀切１０２,03-5670-2100,2023-04-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,60,http://katsushika-gifthokan.com,35.747387900000000,139.825648300000000
訪問看護,葛飾区,13122,訪問看護ステーションおにぎり,ウコウコヤオ株式会社,営利法人,1362290643,東京都葛飾区東水元５－１１－８　２階,03-5876-3061,2023-04-01,訪問看護ステーション,平日,,,35.791140899999990,139.865245900000000
訪問看護,葛飾区,13122,訪問看護ステーション　向日葵,株式会社ＮＥＸＴＩｎｎｏｖａｔｉｏｎ,営利法人,1362290650,東京都葛飾区柴又５－３２－１３オレンジタビー３０５,03-6657-9105,2023-05-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,Ｆａｍｉｌｙ　Ｎｕｒｓｅ葛飾,ＳｋｙｅＮｕｒｓｉｎｇ株式会社,営利法人,1362290676,東京都葛飾区堀切２－４－５ＣＯＲＳＡ堀切３０２号,05088854615,2023-08-01,訪問看護ステーション,平日,,https://familynurse-fc.jp/katsushika/,35.742923947053840,139.825121723313540
訪問看護,葛飾区,13122,在宅療養支援ステーション　楓の友かつしか,株式会社ＩＳＩＴＥＮ,営利法人,1362290684,東京都葛飾区亀有１－１５－２３間医療モール３Ｆ,03-6821-6621,2023-09-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://www.kaedenotomo.com/,35.758161000000000,139.845868700000000
訪問看護,葛飾区,13122,えんじゅ訪問看護ステーション,株式会社えんじゅ,営利法人,1362290692,東京都葛飾区東金町２－２６－３エスペラントハイツⅠ　１０１号室,03-5876-9162,2024-11-01,訪問看護ステーション,平日,,https://www.halloenjyu.com/,35.774342600000000,139.870186200000000
訪問看護,葛飾区,13122,サクラボ訪問看護ステーション,Ｅ＆Ｎ株式会社,営利法人,1362290700,東京都葛飾区青戸６－３－３シャムロック２０４号室,03-6662-6025,2025-01-01,訪問看護ステーション,平日・土曜日・祝日,,https://sakulabo-houkan.com/,35.748205046357340,139.857023996924200
訪問看護,葛飾区,13122,訪問看護ステーション　トータルケア亀有,株式会社ブレイバンス,営利法人,1362290718,東京都葛飾区亀有３－３３－１５ジラソーレ雅１０３,03-6662-4794,2025-02-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,プレシャスケア訪問看護ステーション,株式会社プレシャス,営利法人,1362290726,東京都葛飾区青戸８－３－１３タウンハイツ亀有１　２０８,03-6662-7962,2025-07-01,訪問看護ステーション,平日,,https://www.precious-care.jp/,35.756817599515070,139.850064399722300
訪問看護,葛飾区,13122,ＡＹＡＮＡ訪問看護ステーション,ＡＹＡＮＡ合同会社,営利法人,1362290734,東京都葛飾区亀有３－１６－１５メリーマンション２０２,08070174411,2025-09-01,訪問看護ステーション,平日・土曜日・祝日,,https://ayanagroup.jp/station/,35.763550500000000,139.848546900000000
訪問看護,葛飾区,13122,いぶき訪問看護ステーション,株式会社在宅医療サポートセンター,営利法人,1362290742,東京都葛飾区細田３－１３－３９　１階,03-6806-9733,2025-09-01,訪問看護ステーション,平日,,,35.742838299999980,139.867089799999970
訪問看護,葛飾区,13122,訪問看護ステーション　コルディアーレ青戸,株式会社ＪＳＨ,営利法人,1362290767,東京都葛飾区青戸６－４－２１青戸６丁目事務所１階,03-6662-7930,2025-11-01,訪問看護ステーション,平日・土曜日・祝日,,,35.747845600000005,139.856929300000000
訪問看護,葛飾区,13122,訪問看護ステーション夏,株式会社夏,営利法人,1362290775,東京都葛飾区小菅２－２２－１０　１階,03-5654-6977,2025-12-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,訪問看護ステーションオアシス高砂,株式会社Ｔ＆Ｉ,営利法人,1362290791,東京都葛飾区高砂３－１６－３－１０１リナハイツ,03-5655-9028,2026-04-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,葛飾区医師会訪問看護ステーション,一般社団法人葛飾区医師会,社団・財団,1367191695,東京都葛飾区立石６－８－１４パークアベニュー１階,03-5670-8100,2000-04-01,訪問看護ステーション,平日,,http://katsushika-med.or.jp/kaigo/index.html,35.746219000000000,139.847308300000000
訪問看護,葛飾区,13122,コープ訪問看護ステーション,東京葛飾医療生活協同組合,生協,1367191836,東京都葛飾区白鳥２－３－６,03-3690-7112,2000-04-01,訪問看護ステーション,平日,130,http://www.katuseikyou.or.jp/,35.749821100000000,139.843093599999970
訪問看護,葛飾区,13122,訪問看護ステーションステラ,医療法人社団眞仁会,医療法人,1367192636,東京都葛飾区新宿２－１６－４,03-3826-8728,2000-04-01,訪問看護ステーション,平日,,http://www.shinjinkai.net/,35.760981554422260,139.857097201852400
訪問看護,葛飾区,13122,東京愛育苑訪問看護ステーション,社会福祉法人東京愛育苑,社会福祉法人（社協以外）,1367192925,東京都葛飾区水元３－１３－２,03-5660-1123,2000-04-01,訪問看護ステーション,平日・土曜日,85,https://www.aiikuen-gr.com,35.782297400000000,139.863482200000020
訪問看護,葛飾区,13122,社会医療法人社団光仁会ひかり訪問看護ステーション,社会医療法人社団光仁会,医療法人,1367193030,東京都葛飾区東金町４－３－７,03-5660-6061,2000-04-01,訪問看護ステーション,平日,,,35.772662300000000,139.876714699999980
訪問看護,葛飾区,13122,医療法人勝又　訪問看護ステーションすこやか,医療法人勝又,医療法人,1367193683,東京都葛飾区西新小岩４－３９－２０,03-5672-6055,2000-04-01,訪問看護ステーション,平日・土曜日,200,http://www.isuzukai.com/,35.720332700000014,139.855418999999980
訪問看護,葛飾区,13122,医療法人財団慈光会　しょうぶ訪問看護ステーション,医療法人財団慈光会,医療法人,1367193881,東京都葛飾区堀切７－４－３,03-3603-0002,2000-04-01,訪問看護ステーション,平日・土曜日,130,http://horikiri-ch.or.jp,35.754115624753400,139.827811482209000
訪問看護,葛飾区,13122,医療法人社団健寿会　阿久津訪問看護ステーション,医療法人社団健寿会,医療法人,1367194707,東京都葛飾区高砂２－３０－２１,03-3659-7030,2000-04-01,訪問看護ステーション,,,,,
訪問看護,葛飾区,13122,トーリツ　訪問看護ステーション新小岩,株式会社トーリツ,営利法人,1367197890,東京都葛飾区東新小岩７－１－３－２Ｆ,03-5671-0232,2005-06-01,訪問看護ステーション,平日・祝日,100,http://www.to-ritsu.co.jp,35.723524000000000,139.852894099999960
訪問看護,江戸川区,13123,訪問看護ステーション都葦,株式会社ケアエクスプレス都葦,営利法人,1362390013,東京都江戸川区宇喜田町１３１１－１ファミール宇喜田１０１号室,03-5679-5052,2008-04-01,訪問看護ステーション,平日,,http://ce-kuniyoshi.com,35.675529944902670,139.863919250995650
訪問看護,江戸川区,13123,訪問看護ステーション　さくら,有限会社ライフステージ,営利法人,1362390021,東京都江戸川区中葛西２－１－１８第６長庄マンション　２０３,03-5674-6065,2008-05-01,訪問看護ステーション,平日,,http://www.LS-skr.com,35.669069876598760,139.872603111578460
訪問看護,江戸川区,13123,城東訪問看護ステーション,有限会社ラビット,営利法人,1362390047,東京都江戸川区西葛西３－２２－１５,03-5676-5011,2009-09-01,訪問看護ステーション,平日,10,http://www.rabbit-jp.net/,35.666852893621510,139.859376484377200
訪問看護,江戸川区,13123,訪問看護ステーション　ナース花きりん,特定非営利活動法人コラボえどがわ,非営利法人（NPO）,1362390088,東京都江戸川区中葛西６－１０－７江戸川ビル２階,03-3869-1730,2012-08-01,訪問看護ステーション,平日,120,https://www.collaboedogawa.net/,35.659947523808700,139.873369000629030
訪問看護,江戸川区,13123,訪問看護ステーションひまわり,医療法人社団 希和会,医療法人,1362390096,東京都江戸川区東葛西８－１９－１６,03-6808-5012,2012-09-01,訪問看護ステーション,平日,100,http://www.kiwakai.info,35.656057800000000,139.880488499999960
訪問看護,江戸川区,13123,東京ケアメディカル,株式会社ウメザワ,営利法人,1362390120,東京都江戸川区西篠崎２－７－３０,03-6231-8808,2014-01-01,訪問看護ステーション,平日,,http://ume-care.com/care/index.html,35.710225657713636,139.895882100030550
訪問看護,江戸川区,13123,さかいリハ訪問看護ステーション・東京,株式会社祥ファクトリ,営利法人,1362390146,東京都江戸川区一之江８－１９－６彦新ビルⅠ　４階,03-5879-5031,2014-04-01,訪問看護ステーション,平日・土曜日・祝日,30,https://sakaireha.com/,35.685400243218570,139.884740544180320
訪問看護,江戸川区,13123,医療法人社団城東桐和会　タムス訪問看護ステーション江戸川,医療法人社団城東桐和会,医療法人,1362390187,東京都江戸川区東篠崎１－１１－１,03-6231-8471,2014-08-01,訪問看護ステーション,平日・祝日,50,http://sakurahp.jp/medicare/,35.701528900000000,139.916120099999940
訪問看護,江戸川区,13123,あさやけ訪問看護ステーション,株式会社オレオール,営利法人,1362390195,東京都江戸川区松江５－２４－６ＴＲ船堀１Ｆ,03-5878-1030,2014-11-01,訪問看護ステーション,平日,100,https://cares-funabori.tokyo/,35.686525272390000,139.868920988885550
訪問看護,江戸川区,13123,訪問看護ステーション　あおぞらの家,有限会社大千,営利法人,1362390237,東京都江戸川区船堀６－３－２０つばめガーデン船堀１Ｆ,03-6661-3332,2016-01-01,訪問看護ステーション,平日・祝日,20,http://www.daisen-aozora.com/,35.679124389500515,139.866872800371680
訪問看護,江戸川区,13123,ウィル訪問看護ステーション江戸川,ＷｙＬ株式会社,営利法人,1362390260,東京都江戸川区中央４－１１－８,03-5678-6522,2016-06-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,http://www.wyl.co.jp,35.710228600000000,139.866224000000000
訪問看護,江戸川区,13123,社会医療法人社団　森山医会　訪問看護事業所,社会医療法人社団森山医会,医療法人,1362390278,東京都江戸川区西葛西７－１２－７,03-3869-6882,2016-09-01,訪問看護ステーション,平日・土曜日,,,35.661853400000000,139.860584099999980
訪問看護,江戸川区,13123,訪問看護ステーションみなもと,株式会社源粋,営利法人,1362390302,東京都江戸川区中葛西４－１２－４－２０８,03-6677-2517,2016-12-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,200,https://minamotokango.com/,35.645314725306090,139.739395922118720
訪問看護,江戸川区,13123,訪問看護リハビリステーションここゆい,株式会社ＣＯＣＯＹＵＩ,営利法人,1362390310,東京都江戸川区江戸川４－２－１,03-6231-8742,2017-01-01,訪問看護ステーション,平日・土曜日,,http://cocoyui.co.jp/,35.682530300000000,139.887311900000000
訪問看護,江戸川区,13123,ナースステーションふれにあ本舗,株式会社日本ソテリア,営利法人,1362390344,東京都江戸川区松島２－９－２　２階,03-5879-4970,2017-06-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,スマイリー訪問看護ステーション,Ｓｍｉｌｅｙ株式会社,営利法人,1362390377,東京都江戸川区船堀２－１５－１７ドウエル船堀２０２号,03-6822-2134,2017-10-01,訪問看護ステーション,平日,10,http://www.smiley-homecare.com/,35.683731400000006,139.861708400000000
訪問看護,江戸川区,13123,医療法人社団ゆい　訪問看護ステーションゆい,医療法人社団ゆい,医療法人,1362390393,東京都江戸川区西小岩１－２１－２３ゆいビル２階,03-3672-5188,2017-11-01,訪問看護ステーション,平日・土曜日・祝日,,https://yui-totalcare.com/homenursingyui/,35.734185155141600,139.881418596295130
訪問看護,江戸川区,13123,えそら訪問看護ステーション,株式会社ｅ－ｓｏｌａ,営利法人,1362390427,東京都江戸川区北小岩３－１３－１０アズ小岩レジデンス２Ｆ,03-5612-1252,2018-04-01,訪問看護ステーション,平日・祝日,,https://e-sola.co.jp,35.737025897246900,139.891570731997500
訪問看護,江戸川区,13123,訪問看護ステーション心音,医療法人社団圭信会,医療法人,1362390443,東京都江戸川区平井３－１０－１２平井町ビル１階,03-5875-0337,2018-04-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,10,https://www.kokone-kango.jp/,35.704289300000000,139.841268500000070
訪問看護,江戸川区,13123,訪問看護ステーション　ナース花きりん船堀,特定非営利活動法人コラボえどがわ,非営利法人（NPO）,1362390468,東京都江戸川区松江１－１５－１１,03-6808-9802,2018-05-01,訪問看護ステーション,平日,,http://www.collaboedogawa.net/,35.698117845804965,139.869486804785200
訪問看護,江戸川区,13123,かのん訪問看護ステーションえどがわ,株式会社双泉メディカルサポート,営利法人,1362390492,東京都江戸川区南小岩７－２－６,03-6801-7648,2018-11-01,訪問看護ステーション,平日,10,https://sosen-medical.co.jp/kanon-edogawa,35.726107421171610,139.883258240475470
訪問看護,江戸川区,13123,訪問看護ステーションこはる,株式会社本間,営利法人,1362390500,東京都江戸川区平井１－１５－５たちばなマンション１０２,03-5858-6732,2018-12-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,スターク訪問看護ステーション小岩,ＳｔａｒＱケア株式会社,営利法人,1362390526,東京都江戸川区西小岩１－２２－１小岩東総ハイツ２Ｆ,03-5612-5130,2019-02-01,訪問看護ステーション,平日,,https://star-q.jp/,35.732676273560310,139.880366284332000
訪問看護,江戸川区,13123,訪問看護ステーション　はな　小岩,株式会社はな,営利法人,1362390567,東京都江戸川区西小岩１－２３－５コムーネ１０１,03-6822-6558,2019-05-01,訪問看護ステーション,平日・土曜日,,https://www.hana-kango.com/index.html,35.733438700000000,139.880588200000030
訪問看護,江戸川区,13123,訪問看護ステーション　デライト江戸川,株式会社Ｈ＆Ｈホールディングス,営利法人,1362390575,東京都江戸川区南篠崎町３－１－１１メゾン・スガⅡ１０２号,03-6231-8739,2019-06-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,訪問看護ステーション　スーリール,株式会社ミコム,営利法人,1362390641,東京都江戸川区船堀１－４－１０第２乙女屋マンション５０３,03-6807-0244,2020-03-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,ＬＩＴＡＬＩＣＯホームケア,株式会社ＬＩＴＡＬＩＣＯパートナーズ,営利法人,1362390658,東京都江戸川区船堀２－２１－８－００２Ｆ,03-5878-1943,2020-05-01,訪問看護ステーション,平日,800,https://litalico.co.jp/about/,35.681651730949640,139.861711789549250
訪問看護,江戸川区,13123,リニエ訪問看護ステーション江戸川,株式会社リニエＲ,営利法人,1362390674,東京都江戸川区西小岩３－６－１５　２Ｆ,03-5612-5225,2020-08-01,訪問看護ステーション,平日,200,https://linie-group.jp/office/houmonkango-edogawa/,35.734553000000000,139.874776900000000
訪問看護,江戸川区,13123,ひな訪問看護リハビリステーション,株式会社レガーレ,営利法人,1362390716,東京都江戸川区松江７－２８－６セシオン松江　３０２号,03-5879-9240,2021-08-01,訪問看護ステーション,平日,,http://hina-hokan.com,35.691887900000000,139.876397500000000
訪問看護,江戸川区,13123,ＦＥＲＮＡ訪問看護ステーション,ＦＥＲＮＡ合同会社,営利法人,1362390732,東京都江戸川区南篠崎町２－７－１９－１０１,03-6638-8265,2021-12-01,訪問看護ステーション,平日,,http://www.ferna.co.jp/,35.691440669916760,139.901387145159820
訪問看護,江戸川区,13123,もっち訪問看護ステーション,ＢＩＧ　ＵＰ株式会社,営利法人,1362390740,東京都江戸川区瑞江１－３６－１０セイントストークマンション２０６号室,03-6638-9430,2022-01-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://mocchi-houkan.com/,35.698114100000010,139.899489700000000
訪問看護,江戸川区,13123,フェアウィズ訪問看護ステーション,株式会社Ｗａｒｍ　ｒｅｌａｔｉｏｎｓｈｉｐ,営利法人,1362390757,東京都江戸川区東小岩６－２１－５,03-5876-8718,2022-01-01,訪問看護ステーション,平日・祝日,150,http://www.fair-with.com/,35.735013900000000,139.889346700000000
訪問看護,江戸川区,13123,ＫＡＺＯＫＵナースステーション,合同会社ジャパン自立支援センター,営利法人,1362390773,東京都江戸川区南小岩２－１０－１０シティ南小岩１Ｆ,03-3672-0101,2022-04-01,訪問看護ステーション,平日,80,https://www.heartpage.jp/edogawa/facility/20010438,35.724128410074215,139.887362973016370
訪問看護,江戸川区,13123,アリカ訪問看護ステーション瑞江,有限会社アオキドラッグ,営利法人,1362390781,東京都江戸川区東瑞江１－２８－８,03-6638-9207,2022-04-01,訪問看護ステーション,平日,,https://arika-houkan.com/,35.692546599999990,139.898695900000000
訪問看護,江戸川区,13123,訪問看護ステーション　デライト葛西,株式会社Ｈ＆Ｈホールディングス,営利法人,1362390807,東京都江戸川区東葛西５－１２－１頼長レジデンス２０６号室,03-6661-3606,2022-09-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,訪問看護リハビリステーションきなこ,合同会社きなこ,営利法人,1362390815,東京都江戸川区平井５－３８－１１,03-6322-7726,2022-09-01,訪問看護ステーション,平日・祝日,,https://wakuwaku-houkann-kinako-hirai.com/,35.709413199999986,139.843675400000000
訪問看護,江戸川区,13123,訪問看護ステーションえどがわ,株式会社ナーシングホーム,営利法人,1362390849,東京都江戸川区南篠崎町１－２３－６,03-6808-4273,2023-02-01,訪問看護ステーション,平日,,https://nursing-home.co.jp/nh/minamishinozakimachi/,35.695206366185910,139.907523971163950
